householdid,settlement,kkcode,primaryinterviewer,secondaryinterviewer,fieldcoordinator,yearmonitoring,interviewdate,interviewstart,interviewend,interviewlength,surveyversionnumber,usualfish,householdsize,yearsresident,primarymarketname,secondarymarketname,timemarket,timesecondarymarket,paternalethnicity,maternalethnicity,religion,primarylivelihood,primarylivelihoodyear,secondarylivelihood,secondarylivelihoodyear,tertiarylivelihood,tertiarylivelihoodyear,freqfishtime,freqsalefish,percentincomefish,freqeatfish,percentproteinfish,majorfishtechnique,primaryfishtechnique,secondaryfishtechnique,tertiaryfishtechnique,lessproductivedaysfishing,poorcatch,poorcatchunits,poorcatchunitscategory,poorfishincome,poorfishincomeunits,moreproductivedaysfishing,goodcatch,goodcatchunits,goodcatchunitscategory,goodfishincome,goodfishincomeunits,economicstatustrend,economicstatusreasonl,economicstatusreason,economicadjustreasonl,economicadjustreason,assetcar,assetcarobtain,assetcaryear,assetcarassistance,assetcarassistanceother,assettruck,assettruckobtain,assettruckyear,assettruckassistance,assettruckassistanceother,assetcartruck,assetbicycle,assetbicycleobtain,assetbicycleyear,assetbicycleassistance,assetbicycleassistanceother,assetmotorcycle,assetmotorcycleobtain,assetmotorcycleyear,assetmotorcycleassistance,assetmotorcycleassistanceother,assetboatnomotor,assetboatnomotorobtain,assetboatnomotoryear,assetboatnomotorassistance,assetboatnomotorassistanceother,assetboatoutboard,assetboatoutboardobtain,assetboatoutboardyear,assetboatoutboardassistance,assetboatoutboardassistanceother,assetboatinboard,assetboatinboardobtain,assetboatinboardyear,assetboatinboardassistance,assetboatinboardassistanceother,assetlandlinephone,assetlandlinephoneobtain,assetlandlinephoneyear,assetlandlinephoneassistance,assetlandlinephoneassistanceother,assetcellphone,assetcellphoneobtain,assetcellphoneyear,assetcellphoneassistance,assetcellphoneassistanceother,assetphonecombined,assettv,assettvobtain,assettvyear,assettvassistance,assettvassistanceother,assetradio,assetradioobtain,assetradioyear,assetradioassistance,assetradioassistanceother,assetstereo,assetstereoobtain,assetstereoyear,assetstereoassistance,assetstereoassistanceother,assetcd,assetcdobtain,assetcdyear,assetcdassistance,assetcdassistanceother,assetdvd,assetdvdobtain,assetdvdyear,assetdvdassistance,assetdvdassistanceother,assetentertain,assetsatellite,assetsatelliteobtain,assetsatelliteyear,assetsatelliteassistance,assetsatelliteassistanceother,assetgenerator,assetgeneratorobtain,assetgeneratoryear,assetgeneratorassistance,assetgeneratorassistanceother,cookingfuel,householddeath,householdbirth,fsnotenough,fsdidnotlast,fsbalanceddiet,fsadultskip,fsfreqadultskip,fseatless,fshungry,fschildportion,fslowcostfood,fschildskip,fsfreqchildskip,fsnomealchild,rightsaccess,rightsharvest,rightsmanage,rightsexclude,rightstransfer,socialconflict,marinegroup,numbermarinegroup,othergroup,numberothergroup,votedistrict,votenational,numlocalthreat,numglobalthreat,numlocalaction,numglobalaction,placehappy,placefavourite,placemiss,placebest,placefishhere,placebemyself,primarylivelihoodcovid,secondarylivelihoodcovid,tertiarylivelihoodcovid,freqfishtimecovid,freqsalefishcovid,percentincomefishcovid,freqeatfishcovid,percentproteinfishcovid,majorfishtechniquecovid,poorfishincomecovid,goodfishincomecovid,fsnotenoughcovid,fsdidnotlastcovid,fsbalanceddietcovid,fseatlesscovid,fshungrycovid,fschildportioncovid,fslowcostfoodcovid,fsfreqchildskipcovid,fsnomealchildcovid,marinegroupcovid,othergroupcovid,anyotherinfo,willingparticipant,notes,dataentrycomplete,datacheckcomplete,dataentryid,datacheckid,worstdaycatch,worstdaycatchunits,bestdaycatch,bestdaycatchunits,averageincome,averageincomeunits,worstincome,worstincomeunits,bestincome,bestincomeunits,entrycomputeridentifier,entryhouseholdid,pilotreferencecode,baseline_t2_pairs
11354,258,181,114,110,90,2019,9/19/2019,10:23,10:44,0:21,8,TIDAK ADA,,37,PASAR POPALIA,TIDAK ADA,0.5,998,BUTON,BUTON,2,996,993,998,993,998,993,4,998,994,5,3,2,10,1,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARNA PENGHASILAN MENETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,0,0,0,0,998,0,,0,,0,0,0,1,0,1,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,"PADA BIASANYA MSYARAKAT MENGGUNAKAN ALAT TRADISIONAL, PEMASANGAN BUBUK. IKAN YANG PALING DOMINAN DI TANGKAP ADALAH IKAN LAYANG.",1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,302,,
11355,258,187,114,110,90,2019,9/19/2019,9:53,10:12,0:19,8,TIDA ADA,,50,PASAR  POPALIA,TIDAK ADA,0.5,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA PENGHASILAN MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,3,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,6,993,993,993,993,6,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,0,0,0,0,5,0,,0,,1,1,1,0,1,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,0,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,301,,
11356,258,204,113,118,90,2019,9/19/2019,8:52,9:06,0:14,8,TIDAK ADA,,42,POPALIA,TIDAK ADA,0.5,998,BUTON,BUTON,2,996,993,1,993,996,993,1,998,994,1,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA MENDAPATKAN REZEKI YANG LEBIH  DARI PEKERJAAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,2,0,998,2,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,283,,
11357,258,212,113,118,90,2019,9/19/2019,10:21,10:36,0:15,8,TIDAK ADA,,24,POPALIA,TIDAK ADA,1,998,BUTON,BUTON,2,7,993,998,993,998,993,5,998,994,5,4,3,9,998,1,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA TIDAK ADA MATA PENCAHARIAN LAIN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,1,3,3,0,998,0,0,0,3,0,998,3,1,1,0,1,0,998,0,,0,,1,1,0,0,0,0,4,4,4,3,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,311,,
11358,258,215,114,995,90,2019,9/19/2019,15:26,15:40,0:14,8,TIDA ADA,,36,PASAR POPALIA,TIDAK ADA,1,998,BUTON,BUTON,2,996,993,1,993,998,993,1,998,994,4,1,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,"KARNA DULU BAPAK MASI JADI ABK KAPAL, SEKARANG SUDAH TIDAK. PENDAPATANNYAPUN MENURUN",,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,995,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,309,,
11359,258,217,114,110,90,2019,9/19/2019,11:28,11:50,0:22,8,TIDAK ADA,,21,PASAR POPALIA,TIDAK ADA,0.5,998,BUTON,MAUMERE,2,996,993,1,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PENDAPATAN TIDAK MENENTU KADANG MENINGKAT DAN JUGA MENURUN,,993,993,0,993,993,993,993,0,993,993,993,993,0,2,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,4,993,993,993,993,3,0,0,1,1,1,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,1,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,304,,
11360,258,268,114,110,90,2019,9/19/2019,12:01,12:14,0:13,8,TIDAK ADA,,20,PASAR POPALIA,TIDAK ADA,0.5,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA PENDAPATAN KEPALA RUMAH TANGGA MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,3,1,993,993,993,993,1,993,993,993,993,3,0,1,3,3,3,0,998,0,0,0,3,0,998,3,0,0,998,998,998,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,305,,
11361,258,277,113,118,90,2019,9/19/2019,9:40,10:11,0:31,8,LAUT SANGIA,,62,POPALIA,TIDAK ADA,0.667,998,BUTON CIA-CIA,BUTON CIA-CIA,2,1,993,3,993,996,993,5,5,4,5,4,2,7,1,998,90,20,tali,1,200000,IDR,270,15,tali,1,300000,IDR,4,PENGEMBANGAN ALAT TANGKAP YANG SUDAH MULAI MODEREN SEHINGGA MENGHASILKAN ALAT HASIL TANGKAPAN YANG LEBIH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,2,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,1,1,0,0,997,1,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,PENGAWASAN HARUS DIPERKETAT,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,310,,
11362,258,306,113,118,90,2019,9/19/2019,10:42,10:56,0:14,8,TIDAK ADA,,20,POPALIA,TIDAK ADA,1,998,AMBON/MALUKU,AMBON/MALUKU,2,1,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PENCAHARIAN HANYA DI KEBUN SAJA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,3,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,312,,
11363,259,3,115,117,120,2019,9/17/2019,10:06,10:18,0:12,8,TIDAK MELAUT,,0,PASAR SORE WAITII,998,0.167,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA PENGHASILAN BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,2,0,998,3,1,0,1,1,0,997,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,PENGAMBILAN KIMA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,251,,
11364,259,40,112,119,120,2019,9/17/2019,9:43,9:53,0:10,8,TIDAK ADA,,42,OSUKU,998,0.5,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,3,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN CUKUP BUAT KEBUTUHAN SEHARI HARI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,997,997,997,997,997,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,245,,
11365,259,77,115,117,120,2019,9/17/2019,9:44,9:59,0:15,8,PERAIRAN WAITII BARAT,,47,PASAR SORE WAITII BARAT,998,0.167,998,BUTON,BUTON,2,996,993,996,993,3,993,4,4,2,5,4,1,5,998,998,0,0,ekor,4,0,IDR,80,50,ekor,4,50000,IDR,4,KARENA ADANYA PENGHASILAN TAMBAHAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,3,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,2,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,250,,
11366,259,87,119,112,120,2019,9/17/2019,10:09,10:17,0:08,8,TIDAK ADA,,51,PASAR SORE WAITII,998,0.017,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,LAPANGAN PEKERJAAN YANG SUSAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,2,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,997,997,997,997,997,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,246,,
11367,259,91,112,119,120,2019,9/17/2019,10:22,10:45,0:23,8,KARANG TOMIA,,20,PASAR WAITII,998,0.017,998,BUTON,BUTON,2,3,993,998,993,998,993,4,5,4,5,4,2,10,998,998,30,1,ember,2,150000,IDR,260,2,ember,2,250000,IDR,4,CARA PENGOPERASIAN PEMASANGAN BUBU,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,247,,
11368,259,108,115,117,120,2019,9/17/2019,9:07,9:16,0:09,8,BUKAN NELAYAN,,27,PASAR SORE WAITII,998,0.167,998,BUTON,BUTON,2,996,993,996,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA ADANYA PENGHASILAN TAMBAHAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,2,2,3,0,998,0,0,0,2,0,998,3,0,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,248,,
11369,259,118,115,117,120,2019,9/17/2019,9:20,9:33,0:13,8,PERAIRAN PULAU SAWA,,14,PASAR SORE WAITII,998,0.167,998,BUTON,BUTON,2,3,993,998,993,998,993,4,4,4,5,4,2,7,998,998,0,0,ember,2,0,IDR,80,2,ember,2,500000,IDR,4,PENGHASILAN BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,0,993,993,993,993,0,993,993,993,993,3,1,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,249,,
11370,259,120,115,117,120,2019,9/17/2019,10:26,10:36,0:10,8,TIDAK MELAUT,,8,PASAR MALAM WAITII,998,0.167,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA MEMANAJEMEN UANG YANG BAIK,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,0,993,993,993,993,0,993,993,993,993,2,0,1,3,3,1,0,998,0,0,0,1,0,998,3,1,0,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,252,,
11371,259,124,112,119,120,2019,9/17/2019,8:56,9:18,0:22,8,KARANG LENTEA,,16,PASAR KELILING WAITII,998,0,998,BUTON,BUTON,2,3,993,998,993,998,993,3,5,4,5,4,1,5,998,998,24,5,ekor,4,75000,IDR,126,7,ekor,4,150000,IDR,3,PENDAPATAN HASIL TANGKAPAN GURITA MENURUN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,243,,
11372,259,124,119,112,120,2019,9/17/2019,9:28,9:35,0:07,8,TIDAK ADA,,70,OSUKU,998,0.167,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PEKERJAAN HANYA CUKUP BUAT MAKAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,3,3,0,998,0,0,0,3,0,998,3,997,997,997,997,997,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,244,,
11373,260,6,115,117,120,2019,9/12/2019,8:21,8:29,0:08,8,BUKAN NELAYAN,,45,PASAR IKAN LAULUA,998,0.083,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,4,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,KARENA SAKIT JADI TIDAK DAPAT BEKERJA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,997,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,119,,
11374,260,19,112,119,120,2019,9/12/2019,8:18,8:49,0:31,8,TIDAK MELAUT,,5,PASAR SAMPUA WATU,PASAR BURANGA,0.017,0.083,BUTON,BUTON,2,7,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA PENGHASILAN BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,3,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,5,993,993,993,993,5,995,993,993,993,993,0,993,993,993,993,3,993,993,993,993,1,993,993,993,993,1,993,993,993,993,5,0,993,993,993,993,0,993,993,993,993,2,0,0,1,2,1,0,998,0,0,0,2,0,998,3,1,0,0,0,0,997,0,,0,,1,1,2,0,3,0,4,3,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,125,,
11375,260,41,112,119,120,2019,9/12/2019,9:37,9:51,0:14,8,TIDAK MELAUT,,36,PASAR LEWUTO,PASAR SUBUH BURANGA,0.083,0.167,BUTON,BUTON,2,7,993,2,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,PENDAPATAN MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,1,2,1,0,998,0,0,0,2,0,998,3,1,0,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,127,,
